user_idx,items
10060,"6970,2139,5302,8420,2217,2566,4412,975,12679,330,2788,1911,3339,9071,5917,9667,1452,9798,5198,2168,13295,11539,3044,3765,4276,3769,3054,8160,10137,4797,7137,784,543,12025,11395,5531,8412,2198,5544,9732,2420,4946,7722,10081,12155,2336,4265,4052,2570,1289"
10070,"2198,2139,6394,8420,5302,2217,11395,10325,1956,4412,8234,4797,2788,4276,2566,7137,4946,3514,1597,12025,9798,3070,6165,7722,784,7435,9879,892,5123,13295,8412,7228,543,1226,3839,10081,4484,2205,686,12874,5023,11288,8561,5544,3294,930,7947,7963,6637,9448"
10083,"2139,2198,10325,8420,5998,8234,2217,4697,2989,9798,13295,10834,9941,975,630,6165,2336,6394,4412,4148,7722,9667,3044,4276,9579,6432,3070,2342,892,784,4797,3054,5484,1452,8160,5544,6325,11395,7228,2420,772,10607,4946,12025,810,11288,8412,4116,11356,1289"
10090,"2139,13295,9798,2217,10325,630,1452,8234,6219,12679,5544,6165,9941,4697,4145,975,7722,2989,4100,9667,6432,2336,810,10915,3044,4148,3054,6325,8412,7947,1583,772,10178,11750,7557,2420,1226,12605,8921,4412,11402,8160,2865,12856,7023,5501,4321,2936,4276,9732"
10101,"10606,4928,3426,5134,10673,788,342,3538,4575,777,12902,2637,9767,10388,9670,1638,11023,3322,419,11917,13308,6624,1771,8634,11063,10662,1557,5671,4663,7944,3237,1749,9169,8649,9184,8474,2578,8713,10647,10580,2568,3602,2339,2182,2968,8518,8553,6970,2139,5302"
10103,"10325,8234,6219,8420,2379,1452,2904,2566,9798,2336,2217,8160,3044,850,10915,1879,13295,2788,11539,10137,6528,10178,330,4148,7557,4321,810,5544,1583,2342,9448,12605,4797,3054,6432,11750,2420,12025,7228,6981,646,11842,761,6325,11560,809,11383,11910,12856,7216"
10120,"1289,4928,7119,4082,12496,11116,6242,4386,788,9670,342,5134,5572,12868,8566,12029,2342,1474,3479,10321,88,10673,2186,13100,10580,295,9294,7636,2968,2568,1976,2884,125,8553,2578,10146,12473,1131,6624,11023,10962,3261,1199,1475,2285,2663,5968,3602,2536,6970"
10130,"6219,2566,10325,8420,9071,11539,9798,13295,6165,2336,5998,1911,975,4276,3339,2168,11842,9579,2342,10607,5531,12856,3765,2788,543,5544,1226,11750,4412,810,3769,3054,930,5198,10915,12605,11383,6325,7947,7722,1928,6981,7228,761,12025,8561,2420,330,4797,1571"
10133,"7438,2290,564,9305,2148,101,4876,2381,7382,13213,11691,164,5746,2263,12541,5289,805,2139,2632,7740,3642,5302,2299,5945,1710,7776,8401,5964,3505,382,1225,12870,9800,7062,2647,2520,2593,4530,1762,10414,407,12983,6600,4768,2064,10162,3607,10461,1289,6970"
10138,"1289,4928,8566,6242,7119,10662,4082,11116,788,4386,12496,5572,9670,5134,12029,4776,2915,10321,3479,9961,13100,13308,342,12473,2186,295,1976,125,1474,6624,9645,2663,2884,8354,4126,8553,1589,2285,2968,909,9294,2137,6002,11087,8858,926,2578,2338,11142,6970"
10143,"8234,8420,10325,7722,9798,5531,5998,2566,9071,6394,2198,10834,3044,4946,2788,1911,9448,8160,10137,12664,13295,4412,11539,5544,12605,761,1956,2336,4148,11560,1879,5123,7228,7435,2420,6528,4797,809,8561,11110,4321,330,12025,9667,6325,4484,7982,3514,1571,1289"
10154,"2205,2139,11395,6394,2198,3514,3070,2217,4484,6514,6219,5302,8420,10325,2238,4946,1911,5998,2788,4797,542,6325,13113,5023,9798,784,2865,5544,892,448,1420,2342,1452,1099,9825,630,12605,2566,9212,13295,3835,9448,761,1016,12273,7228,9732,1289,6970,7119"
10167,"5961,9670,6891,10355,5544,13184,9082,10465,1399,2713,5186,6447,3074,3121,9654,7344,3434,4781,9458,10672,3293,6165,228,1639,688,7417,9862,6313,11212,1285,11464,9956,11555,11256,11335,12555,788,4412,7343,10843,2019,67,2186,12176,926,12662,10372,7072,7636,1289"
10177,"4972,788,9961,6721,1749,6097,8634,4035,7816,11408,10673,6321,9670,712,1289,3322,8166,3885,13026,8341,9654,4954,12393,1828,11063,2763,1981,13308,1292,11023,688,10335,3434,13184,10693,5569,1968,11774,7072,12736,7377,10996,10465,4612,1198,1778,11848,1585,5640,6624"
10185,"6970,2139,88,8589,1219,6833,10325,2536,6794,9692,12857,2788,4697,13295,9579,9798,5531,1733,4797,2336,6417,2989,3339,12679,9448,9767,5544,2198,4276,7722,630,2566,10962,3908,6165,7557,9967,810,4148,4318,10146,6230,10915,12856,2410,7228,3044,7855,7947,1289"
10189,"2139,10325,9071,2379,1911,1452,2217,8420,2420,274,8234,2336,850,543,2566,9798,219,10915,810,975,3054,4276,330,5531,7062,13295,9579,8160,1226,12025,3044,10607,1583,8921,9967,4145,12856,7557,7722,11383,2788,6325,5484,10178,3339,4412,7270,4797,7947,1209"
10193,"2217,8420,8234,10325,4412,2342,10834,2379,13295,1452,3054,12610,4276,9798,2168,2336,6165,12025,7722,3769,11783,8160,2198,4100,3765,5544,2442,4946,5917,4148,543,12155,4797,11395,7137,2909,6961,2536,4601,5198,6325,2420,10081,9967,6981,11750,7228,9692,3839,3991"
10195,"8234,10325,5302,4412,5998,4276,9798,4797,1718,13295,7722,11539,12330,2342,2788,2566,4100,10915,3054,1226,5531,10081,11750,6325,12155,543,10607,3769,3839,12025,5544,6981,7947,7137,3105,11383,6750,3339,784,8561,836,5501,930,7228,3044,2479,3887,686,10433,9448"
10214,"6970,2139,5302,2217,7137,8234,10325,4412,9798,2788,13295,4797,4276,5917,9667,2198,4100,12679,1911,1452,2168,10178,274,543,330,10607,3339,11395,2566,5544,9071,3054,12025,8160,5609,4946,2342,6898,8412,2989,2336,3044,10081,6528,6981,9967,10339,7722,810,11383"
10217,"7722,10325,1226,5302,4412,2139,4100,9941,630,2238,4946,6234,3105,3839,9798,2198,2205,2479,13295,11395,1733,261,1583,4484,7947,12025,603,6432,6637,1879,1016,686,5544,8793,4145,4697,9088,3070,10506,3769,3044,4499,5730,7196,11047,9454,6394,6325,10178,13109"
10250,"5302,2139,2566,5998,10834,2336,9071,274,8234,543,2342,9798,11750,2420,5531,2904,13295,975,810,11539,3339,330,6981,1226,4276,2989,686,8160,10607,10915,5198,4601,1879,2909,6325,12610,7722,1583,12856,3044,4148,1733,4412,7947,2788,761,8204,5917,7228,4797"
10251,"1289,4928,342,10662,3426,5134,6242,5978,4035,11023,13308,2915,9184,2637,7119,10606,3069,1976,9670,1638,5572,11917,245,2663,3237,1778,12496,53,788,9745,13369,11063,9961,13141,1557,9767,295,3322,9970,777,11297,10161,10647,6624,1474,2568,3885,1749,5660,1475"
10261,"6970,6219,13295,2217,4928,9798,8234,4697,8921,5544,1226,4100,3087,9667,7636,6165,6242,10834,4145,7714,10321,1452,5148,2198,7062,7705,10331,8702,4412,9453,7722,7947,2019,12155,11395,1855,5494,4946,4046,646,9082,6696,4148,6394,7023,2479,13227,7228,164,3121"
10265,"12155,2168,10355,12856,9862,10261,5544,11992,2394,10757,7502,6165,1285,4052,6313,11383,8451,3710,9798,1639,9491,1439,6095,1583,7947,8898,10672,11006,13295,11837,11910,620,6447,5641,4452,3787,12330,4412,12001,5470,4347,10178,2493,7734,12555,1739,4923,12933,11704,1289"
10270,"5302,6219,2139,9798,8234,10325,1226,2217,4412,4697,13295,5544,8921,6165,2566,7722,274,10081,1452,543,9667,2342,5531,975,7947,3054,4145,11750,2479,2989,4276,10915,4100,7137,5917,12025,6981,3105,2420,3839,12856,7228,3339,11383,12605,4148,295,3887,8160,1928"
10276,"1289,6970,2217,8921,13295,8234,4697,9798,3087,4412,6165,8702,2342,4082,5544,4386,5134,12025,9082,9667,4100,788,543,9936,9458,10146,10962,5148,1855,10331,9670,7722,2019,4148,2536,2372,7855,5965,2797,9692,7228,1452,10433,4145,3839,7947,10240,5572,6833,2139"
10281,"8420,9071,5302,10325,4276,1787,2336,2379,5998,3054,2566,2420,8160,9941,11539,1995,810,9798,10915,10607,2788,7557,9579,543,11750,4412,686,5198,12856,1209,330,7722,3339,6981,7137,1420,1226,349,12025,11383,9967,1583,7216,5023,4797,5917,930,10081,12989,1289"
10285,"1289,4928,4082,4386,7119,6242,8566,10662,12029,10321,9670,12473,5134,12496,13100,788,9961,3479,5572,8301,4776,1131,9404,342,5674,4285,9645,2713,12558,110,8505,3696,1474,9294,6810,11142,2186,4126,8354,3261,2968,11087,9382,2604,1976,2137,8866,4169,2568,909"
10304,"784,11356,2570,2821,2139,6219,4052,5998,5302,12610,8420,3796,850,10834,2168,8234,13295,11842,975,4276,1787,9798,5198,11539,2909,2566,10137,3765,1597,3054,1995,4697,13057,4412,4797,5544,2788,330,9732,6528,7722,4265,11725,1226,11571,11827,7963,4387,2493,1289"
10308,"8589,5302,2217,2198,8234,10325,12025,8921,4797,6165,11539,4276,4697,892,1956,9798,7577,4412,3087,13295,6394,4318,3044,9936,11395,5531,7270,4145,4100,4946,5544,7722,1452,9404,7228,8702,9458,8561,4148,12605,6637,3908,686,499,7947,584,3070,5865,6325,3514"
10334,"1289,10606,4928,7119,4162,1557,2915,788,4575,11297,5134,342,10662,9961,2956,11023,777,3426,12496,2637,11917,295,53,11116,4082,4215,4035,12868,5671,10673,10388,4386,9767,4663,3538,8649,5572,3237,8634,7944,9169,2484,1850,1976,9184,1638,1120,419,11774,8553"
10339,"1289,8589,4928,7119,295,10662,4575,788,6242,10606,8234,2915,12496,4082,5134,3426,3736,12029,342,9294,10580,8566,2637,10962,10388,4386,2342,4035,5572,11023,3602,7855,2968,7816,1474,8702,4663,8553,10146,2884,2568,11242,10529,11650,9169,8634,11297,4318,4612,1475"
10374,"2139,6970,5302,2217,10325,8234,7137,219,4797,3339,1911,2788,4412,9798,9071,5917,13295,10607,2566,9667,330,4276,975,2168,11539,543,2342,5609,6898,3044,1452,5544,2198,6528,12025,2336,2807,7722,11395,810,930,12874,12155,8561,7228,9732,1285,10339,6325,2420"
10387,"10325,9798,7947,5302,13295,9941,7722,5544,8234,6219,6325,12679,1733,2372,11539,2205,7193,4697,2198,2725,10588,2936,3070,2342,1226,7023,11910,12353,9454,10607,6891,7705,3165,4946,2479,7196,10355,4484,6924,2238,1358,12787,12555,7115,5761,13109,795,9692,6394,1289"
10396,"2139,5302,8420,8234,10325,2217,4276,1597,2788,2904,9798,2342,6165,4864,13295,4412,2198,4797,543,7722,219,2336,4321,9941,2566,12025,9879,10607,5484,11383,12856,4697,3769,810,10915,3054,5609,7947,5544,11395,4005,6961,6394,10081,6833,930,8160,12989,9692,1289"
10401,"6219,5302,9798,2566,10325,13295,2217,10834,9941,5544,11539,11783,10791,11750,3054,1226,11395,2198,4276,1452,4100,10607,2788,7722,6981,6394,5198,4321,4601,6325,4412,10339,4797,10915,543,12856,12605,2336,3765,930,772,2420,330,8160,761,4946,8204,686,1289,6970"
10406,"2217,8420,5302,5998,1911,8234,2379,2566,4276,2198,2168,10834,13295,9071,850,1452,2420,2904,1226,11842,9798,3765,8160,12155,2336,330,4148,543,4412,12025,5544,975,4946,6165,7722,9667,3339,4797,10607,3044,9732,1209,6981,11395,2788,9177,7270,9967,8204,3070"
10407,"2139,10325,8420,8234,9798,9071,2566,2788,3044,13295,7382,9448,7722,2904,11560,975,9941,7438,9732,8160,10915,4100,2336,330,5544,4412,4797,761,2263,7228,9340,809,2632,9937,2148,4876,10178,12856,646,11910,7557,1583,564,7062,11383,8412,8561,5063,6325,7279"
10415,"8234,10325,5302,11842,4864,2904,2336,1787,9798,850,3949,2566,2342,9941,3044,10915,10607,2788,13295,9879,975,11750,12610,3769,3054,10178,1995,5609,2420,1226,5544,3765,6325,6981,4412,4276,3339,2807,9732,543,7947,7722,810,11383,930,1583,6750,5501,10433,4148"
10447,"2139,4412,6219,8234,2379,9798,10325,7722,13295,1597,2788,4100,10081,4797,4276,975,5548,6165,2989,3769,9941,543,4697,2566,5544,12330,2198,10915,2336,3105,4321,7947,11383,12025,3765,3839,9732,8561,11750,7228,12856,1226,9936,6394,810,3054,3887,5501,6981,10178"
10453,"2139,10325,2217,13295,9798,9941,3949,1452,4697,8234,10834,6165,7722,2989,2336,4148,5544,2198,11783,630,4412,3044,3054,2342,1226,2566,2788,8412,2420,10607,810,12610,772,6432,11395,7557,7947,5484,1879,10339,3339,11750,543,6325,2410,2479,4276,8160,12025,454"
10498,"6219,10325,2217,9798,2566,9071,8234,4276,11842,12856,9579,13295,11539,2788,1977,274,5544,543,1226,5198,5531,12155,2336,7722,6325,10607,10915,4412,7947,3054,5024,4797,12679,11383,4321,7137,1452,772,810,4100,3339,8519,2420,330,3839,6750,930,7963,1583,1289"
10502,"2139,6970,5302,8420,9798,4412,975,10325,9667,13295,7137,4797,2168,3769,2566,4100,2788,11539,8234,5544,9071,12025,8412,4276,1911,11395,330,3339,8519,4321,3105,543,8160,2989,2198,3765,2336,10081,6961,10339,10433,7947,7722,4314,9732,6981,9997,564,7228,6394"
10503,"1289,10606,3426,7119,1557,9961,4663,2637,11917,5134,10146,2956,10962,788,5671,10136,295,9347,7855,4035,342,11774,4162,6575,13369,11297,11023,10388,10647,3237,7944,9729,3696,9169,4215,8634,9767,605,11718,12765,3261,9294,5968,2568,12761,6053,1120,2713,3569,11063"
10507,"8420,6219,5998,10325,2566,4276,8234,13295,2336,850,10915,2198,10137,9798,4412,10834,4797,11842,1911,3949,3054,6325,330,7137,1226,5917,5544,4100,9071,10791,4946,2989,12155,3339,2788,11395,8160,5501,930,5198,11750,6394,6981,2420,7722,8204,3070,11383,1977,3044"
10513,"5302,8420,10325,4276,8234,2566,2788,1787,11842,4797,4412,3044,850,9071,4864,5531,3769,9798,2342,10915,10607,2198,13295,3054,9879,2336,1995,784,11383,330,2420,6165,7722,4321,543,12989,12025,12856,5609,930,9732,810,11571,10178,1583,5544,3339,7270,8204,9448"
10525,"32,8420,499,3341,892,2267,1658,363,1795,891,1191,2082,2355,584,1431,10351,3835,1372,448,542,2163,1947,1327,4802,2074,8589,9775,7981,4096,12046,1119,6858,12338,91,2466,2741,1598,133,9164,9208,2470,4860,4949,10799,7781,9334,971,794,5017,1289"
10539,"7438,564,2290,2148,9305,101,164,13213,2263,2381,9770,12870,32,5746,2139,3505,2647,5289,1710,4876,805,1225,7382,2163,5435,3642,5964,7776,7062,6600,1239,2632,4530,2520,12983,8451,5586,2956,2064,3607,12137,11691,4768,2074,2466,9800,1658,363,1289,6970"
10541,"10325,2139,1787,8420,1911,2420,274,4276,9071,2336,2566,1995,10834,330,975,12856,3054,9579,10915,9798,810,12679,543,1209,9667,3765,1583,1977,11383,686,6302,8160,5917,1226,7137,1420,6234,12989,3339,2198,10178,4797,454,5304,11395,7196,6394,3044,4412,5023"
10550,"2139,2566,6219,10325,8234,1787,9798,5998,2336,13295,4864,11539,784,4412,1226,2904,4100,4321,3044,975,7722,1995,5917,9879,12155,6165,5544,2420,3769,10915,12679,7947,8412,11750,3054,543,810,1583,6750,9732,6981,10178,6325,686,2788,5609,2479,930,330,11571"
10553,"10325,2566,8234,2342,2139,7722,1733,7706,12679,10834,5302,3583,7632,8420,543,9454,2536,6833,9692,1571,1219,12025,510,2420,4024,10915,9732,10178,4318,2633,4499,9937,11560,1439,4198,1758,3069,630,809,7274,2788,9996,5063,9374,6794,7270,4148,8589,11383,794"
10554,"6970,6219,5302,2342,9798,2217,13295,5531,10834,2566,8234,11539,784,5998,4697,11783,5544,12756,274,88,8921,6165,543,1452,7947,11750,1219,10607,12857,1733,5865,4116,8519,2198,6961,11395,2536,5484,6325,6981,4145,4276,12025,6394,2148,6794,7963,1928,4797,4946"
10555,"2139,2217,5302,2379,7137,8921,4412,1911,9941,2788,13295,9798,543,1597,975,274,7438,1452,2342,219,4276,9667,11539,3769,3054,11395,9071,10607,2198,5609,2566,5917,12025,2148,2336,3339,7722,564,10081,4530,8160,7228,9967,12874,2264,8401,9692,4145,4946,810"
10561,"5302,10325,8234,2217,4412,4276,9798,2198,850,2566,2379,2904,13295,11842,1226,975,8412,4321,10915,4797,4100,3044,2336,3054,6165,4697,5544,11383,11750,3765,12155,7722,10607,2420,6750,12025,2788,10178,543,10081,12856,1452,1583,7947,6981,5609,5917,686,2479,8160"
10574,"4928,6242,1289,788,12868,4082,5134,9294,9961,11116,10580,8566,10662,7119,13308,9404,2186,8301,4386,5572,2968,12496,2915,12029,8553,13100,3602,11650,8589,7816,6810,2884,9767,3538,1474,11242,10388,295,1131,1927,10643,4776,2578,342,1199,10962,10335,926,3261,1475"
10575,"5302,2139,2217,10325,8420,2788,2342,4797,2566,10915,8234,7137,11383,9579,4412,12856,9941,3769,1787,5531,9448,6833,9879,7963,7722,5023,9692,1219,11968,9798,330,784,3054,3339,6961,88,930,1718,7911,543,10433,1995,2570,12989,11571,10081,9997,11356,686,1289"
10581,"2217,5302,13295,630,2379,1452,2566,7137,4276,2342,2148,9798,9692,7438,4412,2198,274,9941,11395,9012,7722,4100,5544,9295,6394,3769,2536,5484,6981,5562,5494,11383,11750,5818,6794,4148,12856,5917,6833,4946,10461,5289,810,564,2336,4826,1226,2788,1289,6970"
10583,"12856,11383,6891,3529,2394,7486,10355,5544,1583,10261,7722,6313,4052,9114,1639,9862,8451,1439,6165,11006,10672,12933,7298,5023,13295,10178,6961,2345,7186,8898,1285,4412,620,9263,4347,9937,12001,3111,11281,4923,10506,11179,2493,11256,9491,4315,11704,2204,12025,11448"
10605,"6219,2139,10834,2379,2566,9798,8234,8921,6165,13295,9941,6394,5998,2198,784,11783,4946,543,10791,5531,11395,5544,4145,4797,4321,4276,975,1226,3054,11750,2420,4412,3044,6325,7722,10607,12025,10915,5917,8204,330,7947,3339,6981,7228,12856,4148,2205,11383,5198"
10610,"2139,4946,1911,8420,1787,6394,9071,2336,630,11842,510,686,8160,330,5998,6325,10178,850,12679,2420,3044,9798,1016,3765,2566,1995,9732,1226,5544,1583,6432,1879,13295,975,2205,1420,11395,7722,11383,4148,2238,2198,4412,4276,9488,7270,12856,5023,761,1289"
10612,"5302,2139,7137,4797,2788,8420,2217,9579,10325,3769,2342,2566,11383,274,4412,330,1911,3339,10178,3105,9448,10915,9071,9798,5531,1995,5023,13295,11395,4314,1787,7722,784,9692,2198,3908,7963,6325,7270,12856,2420,930,810,1571,5917,13025,6833,10081,1226,1289"
10613,"8234,10325,2217,4928,13295,4697,6219,9798,6242,10834,6165,7722,975,2989,2198,5544,9667,11783,4145,274,788,1452,1226,5484,8921,295,12679,892,3087,4148,2168,4412,9732,10240,7947,2725,9563,7816,3070,542,4612,2936,10331,7023,2019,11179,7705,8160,2578,10335"
10622,"2217,10325,4697,8234,7722,13295,9798,4412,5998,9941,6165,10834,2198,7577,975,5544,8921,11783,3087,2342,2989,12679,12605,6432,7228,7947,9936,10081,8412,9967,3070,11395,5123,12610,1452,3839,810,9732,3054,12025,4148,1855,6833,5484,1226,4145,2336,2410,2865,7705"
10646,"1557,4162,2956,4215,777,1289,2484,12807,10673,7119,7348,4687,8056,5737,6970,342,11297,419,13320,10662,9912,5671,12496,10606,8518,2915,11917,8341,10193,9383,1585,936,10136,11669,12073,3721,2637,10146,295,8880,11774,8049,2123,9767,10962,4663,5479,4035,2139,5302"
10656,"10325,8420,8234,2198,2217,4864,12679,5998,13295,2566,2336,9071,810,6432,9798,2788,3044,9579,5484,850,11992,6325,4797,3339,772,12856,10915,1209,7557,330,1452,686,499,5562,9448,11383,3054,1420,8160,3070,11395,12593,5198,12358,1879,836,4276,1583,9967,12025"
10669,"2139,8234,10325,8420,1787,4276,2566,975,1775,850,1179,12679,2989,9798,9667,2788,330,10137,3054,7137,2336,10915,13295,3769,1995,11383,4412,4797,1513,10607,12856,5917,9732,10178,12155,810,10026,1583,11571,1209,5544,2420,3339,12989,1420,3044,1571,686,9448,7947"
10678,"1289,4928,10606,7119,3426,5134,2637,788,9961,342,8589,295,6242,11023,12496,9347,2578,4663,11297,10146,10580,4575,11917,4035,12868,1557,9294,8553,4082,3237,1638,53,6281,10388,4162,7944,3602,9169,10962,11774,777,5572,4386,9767,8634,1778,2568,125,3092,6970"
10679,"2566,8420,2217,5998,5302,8234,1911,2788,10834,13295,2342,784,10777,3769,9798,2198,12610,11539,4276,2168,2336,453,3054,11395,7722,12155,12330,930,4116,1226,12025,4797,543,1452,12664,5544,9448,2909,4412,3765,8160,3339,2442,9442,5198,6394,10339,6325,1758,11356"
10698,"12155,11992,5544,10355,9862,12856,2379,11383,10261,8451,6165,1639,1570,6313,7722,4945,7486,7502,1439,13295,12330,10672,11179,11837,6447,11910,3293,3121,7298,8898,12555,2335,4452,12933,7151,7052,5470,9458,9491,1583,465,4412,10178,571,8921,4923,9734,8234,11256,10081"
10714,"5302,2139,2290,6219,2217,4412,7062,9798,9667,564,8921,274,13295,12029,10834,9305,5548,4100,5544,12025,6165,2263,9936,9071,7636,10321,2381,7438,3105,10081,2148,2019,9670,8702,10240,4697,7722,3087,8561,4826,7228,7816,7947,1855,10335,10461,7382,101,4530,7023"
10719,"10325,8420,2139,8234,6219,9798,2788,2566,5998,7722,10137,9448,9941,10834,13295,4100,8160,3949,9071,11842,4321,11560,850,10791,5544,1879,6432,9732,3339,4412,761,330,3044,1699,6325,11750,7279,6528,10915,6981,5063,13223,7947,3991,11910,10593,1571,930,10178,8561"
10734,"8589,2139,5302,10325,8420,2904,8234,2217,4864,4276,2336,12679,2342,7137,274,9798,9579,7062,7438,543,2566,10915,219,2788,13295,930,10607,11539,1977,330,6833,810,4797,4321,4318,88,5544,9967,5609,1209,8021,11383,2148,12989,12856,7911,9692,7947,2865,2536"
10741,"8589,8234,5302,6219,10325,10834,2342,10606,9798,892,4318,12664,3426,499,6528,6898,5531,1795,3835,1431,11539,584,13295,6165,7228,4276,8160,4321,12605,7382,2420,809,2637,246,2536,1855,5865,1119,9334,6424,8561,367,7488,7557,8553,564,6858,4148,586,2470"
10743,"2139,2217,6219,10325,4797,7137,4412,9798,4276,3769,2566,2788,13295,3054,975,11395,2198,2168,5198,9941,1911,10607,10915,330,5544,9071,2336,11383,10178,12025,2989,4946,4314,5917,543,3339,8160,6325,10081,6981,5609,1452,7228,8561,3044,9732,11750,1583,7722,12856"
10746,"2139,5302,4276,2342,4412,10834,3054,13295,4797,3949,9798,2566,8412,11356,2198,4678,2788,2336,3576,12025,2989,4116,7722,10607,5544,10915,8560,784,3339,11395,5484,2570,6325,9967,8160,330,11383,810,6981,4601,3839,1226,10081,11750,564,7228,5494,10461,6394,10178"
10768,"2139,5302,6970,2217,784,2342,4412,2566,6514,4276,4116,13295,9798,2198,2168,1995,2788,9339,11395,975,4797,2989,11356,10777,1787,12610,4100,274,3054,5544,9667,6394,7722,4946,9692,2570,9448,1219,2536,3765,630,7137,3339,930,9732,6325,11725,7228,9442,4148"
10794,"6970,2139,5302,4276,2788,8420,4797,7137,9798,10834,13295,330,10325,9667,2566,3769,3054,9941,975,3339,4412,5544,12679,4100,11383,12989,12025,11539,2989,543,8160,3765,9448,9967,9732,2336,10178,9305,4314,1571,6127,7228,1209,6981,7947,8561,10081,1420,7722,11750"
10816,"1289,10662,9745,3426,13308,5978,6242,777,4035,1557,5134,788,245,1638,11023,11917,10647,3069,3237,13369,5968,2637,1850,342,11063,4957,3538,10606,53,3322,9767,2915,9961,6321,8634,9184,11417,4110,1749,11718,3885,10388,2750,10161,9970,1778,2568,9359,11721,318"
10818,"2139,6970,2217,6219,10325,7137,975,12679,2788,9667,2566,9798,11395,8234,2168,3769,4412,4797,330,13295,274,1995,1911,2198,3339,3054,4276,1787,8412,5544,1420,2807,8160,12155,1286,11383,12025,10026,4946,10178,930,9448,564,2601,6394,855,10461,1452,4314,4261"
10827,"5302,4797,8420,7137,2217,4276,9667,10325,9798,4412,13295,11539,330,11842,2788,850,3769,4100,8234,5544,10607,3054,12025,219,2198,9071,11395,5609,543,5198,2566,2807,6325,11383,9879,8160,6898,9936,10081,7228,7722,4697,564,10178,4314,7947,12989,6394,1452,1289"
10859,"2139,10325,8420,1911,5998,3070,9071,2788,7722,2217,2198,9941,12679,9798,11395,5544,13295,2205,1420,761,3339,11560,5063,9448,6325,9732,1879,630,12605,1571,4484,6432,4412,5501,1452,2336,6394,11383,2238,975,1016,686,10178,836,5023,8160,3044,7279,4797,1289"
10867,"1289,10606,4575,2915,1243,4928,3426,295,7119,9961,788,5134,2637,10662,1557,11917,11023,4035,10388,9767,5968,4162,2988,3696,4663,10146,342,2956,11774,8634,11297,10962,3237,10647,4215,4612,7816,4110,7855,1850,53,13369,11718,12372,2568,6323,9729,8713,1638,10335"
10894,"6219,2566,10325,9798,2336,10834,5531,11539,9071,13295,3054,1787,2198,5544,5998,11750,11783,8160,11395,6325,2342,5198,6394,810,4276,1226,7947,3339,4946,330,12856,10607,1879,2420,6981,1995,2788,3769,4797,543,2205,930,1583,10915,761,11383,686,5917,5865,454"
10899,"2139,10325,5302,1911,9071,8420,2205,3070,5998,11750,4876,2336,564,630,2566,9798,3044,219,11842,6219,9732,1879,8160,6394,7438,101,1420,850,4797,5544,13295,1016,6325,4946,2148,2381,7196,2198,686,6981,9327,11395,10178,2936,11383,7228,4484,646,2788,5023"
10911,"872,10150,9213,10008,7439,8341,3298,6759,8910,46,9993,12226,7720,10440,9481,2633,3566,9334,8867,4934,6424,8774,10738,7960,12457,13425,5503,2357,362,12948,9374,4251,11141,12315,2366,10673,10009,246,293,6015,6801,1289,6970,2139,7119,5302,4928,10662,8589,8420"
10933,"1289,3426,10606,4928,8589,6219,2637,4575,2915,788,342,4035,5134,7944,7119,9169,4318,2342,10146,8634,9767,1778,11297,5968,4162,2568,1557,4663,7816,11774,10962,3569,2578,12994,12902,10335,2956,9745,11063,4612,4110,53,7855,2968,13369,10388,1198,1850,6970,2139"
10946,"784,6219,8420,10325,2139,1787,10834,2566,9071,9798,4276,975,330,850,11783,1995,3054,11842,2420,5531,2336,13295,4116,543,3765,5544,4797,2570,12856,9879,10915,6325,1226,3769,5198,686,8160,3044,836,7947,1209,11750,1583,12989,4412,2788,11356,11383,454,1289"
10949,"5302,10325,8234,7438,3949,10834,274,2336,7062,975,10915,4864,2566,13295,9071,9798,2148,4276,1226,2788,10137,3044,9667,4412,5917,3765,9879,9770,12025,330,564,5746,810,11750,7722,4876,4797,6981,6325,952,5544,10178,7137,686,2420,543,4148,9305,646,2381"
10963,"1289,10606,7119,3426,1557,5134,9961,2915,11917,4663,788,10662,295,2956,5671,3237,4575,777,4162,9347,6575,10146,13308,10962,11023,13369,11297,342,10388,10647,11774,3696,7855,2637,4215,3261,11718,12765,53,9767,9294,8634,7816,1638,1120,9169,8253,9729,2713,605"
10964,"9228,4928,8301,8420,9404,12868,11116,3179,10834,784,2217,4082,13295,10325,11650,10606,4276,6242,788,3054,4116,11783,9798,12679,4386,5531,5134,2186,2342,1199,2442,125,9294,6810,2570,11356,5572,9767,2968,12025,7270,10580,7137,8553,454,1452,7963,7816,2285,9454"
10967,"2139,5302,8420,10325,2217,1911,4276,1775,2904,1179,5998,2788,11539,4797,4864,9798,7137,3769,975,543,4412,10915,2566,2336,13295,11383,5484,930,8160,3054,810,12856,12025,11750,5544,3339,9732,9967,7947,1209,9448,1431,7722,6981,10461,10178,686,10081,5023,1289"
10971,"7722,2139,4946,9798,510,5302,6394,274,975,1571,2198,9937,13295,3339,2566,2342,1226,630,1733,6234,4100,2238,1583,11083,8420,6432,2205,3769,4265,543,7947,403,6325,3044,5544,2420,1219,7279,4148,12025,9488,4484,9601,5865,12856,4412,7270,1879,7196,1289"
10974,"2290,7438,564,9305,2381,1710,2148,7382,2139,101,5746,164,2263,5302,7062,6970,9770,4876,13213,805,8401,3642,274,5945,3505,4530,2647,5435,5964,2632,4768,4412,11691,8451,10461,2299,12870,12541,12983,7614,1225,4261,7776,1762,5818,11397,5586,3607,6600,6877"
